CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
10190-08,0,2,138000,Banking,,1881,Actively Seeking New Employees,Chicago,United States,1,15,1,9,,,,,1,1
101903-14,0,1,500,Pets,,2014,Actively Seeking New Employees,Hong Kong,Hong Kong,19,56,12,37,,2,3,,5,8
101907-28,0,2,55.53433595,Alcohol,,2009,Actively Seeking New Employees,Sao Paulo,Brazil,1,11,1,4,,,,,,
101913-94,0,2,,Pets,,,Out of Business,La Vergne,United States,1,13,1,6,,,,,,
101920-87,1,3,,Family Office,,2014,Actively Seeking New Employees,La Jolla,United States,1,21,1,10,,,1,,,1
101921-50,0,1,,Angel Group,,2012,Actively Seeking New Employees,Barcelona,Spain,2,26,1,20,,1,1,,2,2
10193-50,1,4,,Banking,,1984,Actively Seeking New Employees,Tokyo,Japan,9,51,7,23,,,1,,,2
10194-04,0,5,,Alcohol,19.78482912,1998,Actively Seeking New Employees,Saddle Brook,United States,1,31,1,4,,,,,,
101944-27,0,0,400,Alcohol,74.44105,2014,Actively Seeking New Employees,Beverly Hills,United States,15,35,10,20,1,1,5,1,3,8
10195-03,1,1,64789,Banking,,1983,,Icheon-si,South Korea,9,25,9,16,,1,4,,2,5
10195-75,7,90,2000,Pets,50.9115,1989,Actively Seeking New Employees,Alexandria,United States,14,371,8,42,,2,2,,7,8
10198-63,0,2,,Gardening,,1979,Actively Seeking New Employees,Chicago,United States,1,16,,1,,1,1,,1,1
10200-34,1,12,309.5,Alcohol,309.46646,2006,Actively Seeking New Employees,Westport,United States,1,59,1,6,,,,,,
10200-61,0,1,,Banking,,1962,Actively Seeking New Employees,McLean,United States,3,16,3,5,,,,,1,1
10203-49,0,1,,Banking,,1992,Acquired/Merged (Operating Subsidiary),Curitiba,Brazil,1,2,1,2,,,,,,
102063-43,0,1,,Toys,0.3500005,2012,Actively Seeking New Employees,Charlotte,United States,4,89,4,52,,,,,,1
102119-95,0,10,,Pets,,2012,Actively Seeking New Employees,Paris,France,4,70,3,44,,,,,,1
10213-39,2,11,,Alcohol,,2003,Actively Seeking New Employees,Chicago,United States,1,157,1,20,,,1,,6,9
10215-73,1,18,260,Pets,44.09920037,1999,Actively Seeking New Employees,Durham,United States,22,107,17,37,1,2,8,1,2,9
102158-83,0,3,,Pets,,2012,Actively Seeking New Employees,London,United Kingdom,7,38,6,28,,,,,,
102160-45,0,1,,Toys,,2013,Actively Seeking New Employees,Richmond,United States,1,48,1,38,,,,,,1
102172-33,1,9,1130,Growth/Expansion,193.09187,2007,Actively Seeking New Employees,Boston,United States,2,37,2,10,,,,,,1
10218-97,3,1,9141.187168,Pharma,5314.70841,1999,Actively Seeking New Employees,Boston,United States,1,22,1,5,,1,1,,2,3
102197-62,0,2,,Toys,2.695,2015,Actively Seeking New Employees,Boulder,United States,8,48,8,34,,,,,,
10220-50,39,84,49000,Alcohol,11831.6334,2000,Actively Seeking New Employees,Amsterdam,Netherlands,1,862,1,68,,1,1,,34,64
10221-13,0,1,,Furniture,,1999,Actively Seeking New Employees,New York,United States,1,2,1,1,,1,1,,1,1
10222-03,1,7,,Alcohol,,2002,Actively Seeking New Employees,Phoenix,United States,1,33,1,9,,,1,,1,3
10225-81,6,75,86043,Banking,1.9,1892,Actively Seeking New Employees,Boston,United States,1,175,1,47,,,,,,1
10225-90,0,16,,Banking,,1861,Actively Seeking New Employees,Stockholm,Sweden,1,38,1,4,,1,1,,3,3
102271-60,1,0,,Other,,,Actively Seeking New Employees,,,1,6,1,4,,,,,,
10228-51,11,25,700,Pets,15.62156378,2002,Actively Seeking New Employees,Bala Cynwyd,United States,6,107,3,9,,,,,,
10228-78,3,19,429467.6054,Banking,,1869,Actively Seeking New Employees,Toronto,Canada,9,76,7,20,,,2,,1,3
102285-10,0,1,,Pets,,2013,Actively Seeking New Employees,London,United Kingdom,6,39,5,24,,,1,,2,5
102296-53,0,1,,Toys,,1861,,Atlanta,United States,1,3,1,2,,,,,,
10230-94,8,14,5500,Office,1020.287783,2000,Actively Seeking New Employees,Palo Alto,United States,23,72,20,29,2,5,9,2,7,11
10231-12,6,39,1920000,Furniture,,1852,Actively Seeking New Employees,San Francisco,United States,10,165,10,50,,1,2,,5,8
10233-28,4,14,2500,Alcohol,798.8184913,1978,Actively Seeking New Employees,Los Angeles,United States,4,87,3,15,,,1,,6,13
10234-81,18,13,35000,Pharma,22119.1635,1986,Actively Seeking New Employees,San Francisco,United States,3,109,3,29,,,2,,12,22
102349-45,0,1,,Toys,,2013,Actively Seeking New Employees,Stockholm,Sweden,4,9,3,4,,,,,,
10235-08,0,17,,Banking,,1984,Actively Seeking New Employees,Brookfield,United States,2,79,1,2,,,,,2,5
10236-43,2,33,658.11,Growth/Expansion,247.0006,1998,Actively Seeking New Employees,Washington,United States,14,127,12,22,,1,5,,5,9
102376-00,0,4,35,Pets,10.3943936,2014,Actively Seeking New Employees,New York,United States,25,64,19,46,,2,6,,4,12
102376-36,0,0,200.5,Pets,37.33333333,2014,Actively Seeking New Employees,Ebene,Mauritius,3,30,3,18,,,2,,1,5
10238-95,3,14,70000,Real Estate,8218.754714,1991,Actively Seeking New Employees,Miami,United States,9,178,8,51,1,1,1,1,1,3
102386-26,0,2,,Pets,,2014,Acquired/Merged,Tel Aviv,Israel,1,13,1,8,,,,,,
102408-85,0,2,200,Office,,2014,Actively Seeking New Employees,Jakarta,Indonesia,2,26,2,18,,,,,,4
10241-02,71,104,663.64,Pets,10.73301756,1985,Actively Seeking New Employees,Princeton,United States,4,467,3,33,,,,,2,9
10241-38,10,72,4000,Alcohol,2128.094886,1992,Actively Seeking New Employees,Baltimore,United States,13,337,11,36,,3,5,,10,17
10241-47,2,33,1000,Growth/Expansion,26.65254133,1997,Actively Seeking New Employees,London,United Kingdom,12,107,11,20,1,4,4,1,4,5
102418-48,0,8,,Toys,,2007,Actively Seeking New Employees,Rome,Italy,1,47,1,29,,,,,1,4
10242-91,5,61,3400,Pets,86.79562657,1992,Actively Seeking New Employees,Saint Louis,United States,9,349,9,118,,,,,4,8
102425-68,1,5,100,Pets,,2014,Actively Seeking New Employees,Chicago,United States,4,47,4,30,,,,,1,1
10245-70,7,12,,Pharma,0,1988,Out of Business,New York,United States,1,40,1,7,,1,1,,1,1
102451-60,0,0,,Impact Investing,,2007,Actively Seeking New Employees,Chicago,United States,2,5,2,4,,,,,,
102454-84,0,0,,Pets,,2013,Will Consider New Projects,Kowloon,Hong Kong,3,19,1,14,,,,,,
102462-31,0,0,,Gardening,,1999,Actively Seeking New Employees,Roubaix,France,1,8,1,3,,,,,1,2
102466-45,0,0,,Pets,,2012,Actively Seeking New Employees,Pleasant Hill,United States,1,3,1,2,,,,,,
102495-16,1,21,,Pets,,2012,Out of Business,Los Angeles,United States,2,62,2,29,,,,,,
10252-63,0,2,,Banking,,1947,Actively Seeking New Employees,New York,United States,1,23,1,1,,,,,,1
102549-61,0,5,,Office,,2014,Actively Seeking New Employees,Diemen,Netherlands,7,24,6,10,,,,,,
10255-96,1,6,35000,Food,3157.913639,1994,Actively Seeking New Employees,Chicago,United States,3,115,3,17,,1,1,,3,4
102551-95,0,1,,Pets,,2012,Actively Seeking New Employees,New York,United States,19,26,15,17,,4,4,,4,4
102558-07,0,2,,Banking,,1892,Actively Seeking New Employees,Omaha,United States,1,22,1,2,,,,,,
102577-60,0,3,24.19448495,Pets,12.64725753,2009,Actively Seeking New Employees,Vienna,Austria,7,45,6,36,,,,,,1
102584-35,2,4,,Banking,,2011,Actively Seeking New Employees,Vevey,Switzerland,2,26,2,8,,,,,3,5
10262-53,0,17,,Banking,,1998,Actively Seeking New Employees,Unterf������������������h,Germany,4,77,2,21,,,,,,
10262-62,0,5,0,Banking,,1933,Acquired/Merged,West Palm Beach,United States,1,22,1,3,,,,,,
10263-97,7,9,161000,Banking,,1856,Actively Seeking New Employees,Milwaukee,United States,2,39,2,6,,1,1,,2,2
102635-83,0,23,,Sport,,1975,Actively Seeking New Employees,Albany,United States,10,457,7,208,,,,,1,2
102645-82,0,1,,Angel Group,,2013,Actively Seeking New Employees,Provo,United States,1,17,1,13,,,,,,
10271-98,69,99,23300,Pets,2308.498117,1995,Actively Seeking New Employees,Menlo Park,United States,36,456,32,77,,9,11,,10,13
10273-69,0,10,,Alcohol,,1994,Actively Seeking New Employees,Chicago,United States,1,91,1,15,,,1,,9,14
102735-37,0,0,,Banking,,2013,Actively Seeking New Employees,Vancouver,Canada,3,4,2,3,,,,,,
102750-31,0,2,,Toys,,2013,Actively Seeking New Employees,Lake Wales,United States,1,26,1,16,,,,,,
102769-57,0,1,,Banking,,1925,Actively Seeking New Employees,Niles,United States,4,9,4,6,,1,1,,3,3
10277-56,0,1,,Gardening,,1969,Actively Seeking New Employees,Memphis,United States,2,27,2,3,,,,,6,6
102779-47,0,8,,Toys,,2012,Actively Seeking New Employees,New York,United States,1,83,1,61,,,,,,
10278-19,29,40,75000,Alcohol,25186.69052,1999,Actively Seeking New Employees,Menlo Park,United States,24,407,21,67,,4,9,,37,53
10281-70,0,9,,Family Office,,2003,Actively Seeking New Employees,Westlake,United States,1,35,1,10,,,,,1,1
102834-82,0,0,,Banking,,1963,,Hanoi,Vietnam,1,3,1,2,,,,,,
102889-27,3,0,,Pets,,2011,Actively Seeking New Employees,Shibuya,Japan,1,26,1,17,,,,,,1
10289-17,0,0,148.5,Alcohol,128.6819069,2014,Actively Seeking New Employees,Atlanta,United States,7,19,5,17,,,,,,
10293-04,0,20,48594,Banking,,1926,Actively Seeking New Employees,Houston,United States,3,116,3,22,,,,,2,2
10295-56,0,12,,Banking,,1843,Actively Seeking New Employees,New Britain,United States,1,64,1,10,,,,,1,2
10297-90,10,18,4686.9,Growth/Expansion,1529.977358,1995,Actively Seeking New Employees,Chicago,United States,107,236,85,136,,13,34,,17,45
10301-14,4,20,2200000,Food,163.0466701,,Actively Seeking New Employees,New York,United States,4,96,4,23,,1,1,,4,8
10302-76,1,4,,Food,,1974,Actively Seeking New Employees,Sydney,Australia,2,14,2,7,,1,1,,1,1
103048-39,1,2,,Angel Group,,2008,Actively Seeking New Employees,Fairway,United States,1,9,1,3,,,,,,
103072-60,0,1,,VC-Backed Company,,2004,,Ho Chi Minh,Vietnam,2,4,1,1,,,1,,,1
103072-69,0,4,,Pets,,2010,Actively Seeking New Employees,Amsterdam,Netherlands,2,16,1,10,,,,,,
10308-34,0,58,51690,Banking,,1907,Actively Seeking New Employees,The Hague,Netherlands,4,155,3,64,,2,2,,5,8
103083-76,0,0,,Toys,,1984,Actively Seeking New Employees,Seattle,United States,1,34,1,31,,,,,,3
10311-40,5,4,939.47,Alcohol,0,2010,Actively Seeking New Employees,New York,United States,2,80,2,27,,,,,1,6
10315-81,3,22,333.4,Alcohol,142.2359024,1997,Actively Seeking New Employees,New York,United States,1,90,1,12,,,1,,3,4
103176-91,0,2,,Sport,,1840,Actively Seeking New Employees,London,United Kingdom,1,38,1,35,,,,,1,1
103211-47,0,2,7.7,Pets,1.125,2013,Actively Seeking New Employees,Chattanooga,United States,11,45,6,22,,,5,,2,8
10322-83,10,81,7,Angel Group,,1997,Actively Seeking New Employees,Irvine,United States,43,563,39,244,,7,11,1,15,30
103228-84,0,3,,Office,,2013,Actively Seeking New Employees,New York,United States,16,33,11,16,,1,3,,1,3
103240-09,0,2,,Toys,,2013,Actively Seeking New Employees,Berkeley,United States,1,59,1,40,,,,,,2
10325-35,6,16,,Banking,,1906,Actively Seeking New Employees,Morris Plains,United States,3,108,3,10,,,,,6,6
103251-07,2,0,4.40291326,Pets,,1998,Actively Seeking New Employees,Tokyo,Japan,3,8,3,5,,,,,,
10326-34,0,7,67333,Banking,,1909,Actively Seeking New Employees,Deerfield,United States,3,69,2,11,,1,1,,2,2
10329-22,1,12,4984.063899,Banking,,1967,Actively Seeking New Employees,Evry Cedex,France,3,98,2,20,,,,,1,1
10331-11,44,108,32000,Growth/Expansion,8260.99451,1995,Actively Seeking New Employees,New York,United States,228,900,152,253,4,55,82,6,82,121
10332-91,21,42,20268.9,Growth/Expansion,8637.810568,1989,Actively Seeking New Employees,Stockholm,Sweden,2,344,2,45,,,,,13,20
10334-35,22,83,4838.89699,Alcohol,879.9270589,1999,Acquired/Merged (Operating Subsidiary),Paris,France,15,538,11,98,,2,3,,10,18
10335-07,3,13,405000,Lender/Debt Provider,,1857,Actively Seeking New Employees,Cincinnati,United States,6,52,5,14,,2,2,,4,6
10335-25,7,27,,Pets,0,1981,Out of Business,Indianapolis,United States,1,76,1,6,,,,,,
103356-19,0,1,1.25,Electronics,0.230625,2011,Actively Seeking New Employees,New York,United States,6,25,5,22,,,,,,
10339-57,22,55,333000,Alcohol,,1965,Actively Seeking New Employees,Quebec City,Canada,20,745,14,201,,3,7,1,42,72
10340-11,1,0,,Alcohol,,,Actively Seeking New Employees,Atlanta,United States,1,2,1,1,,,,,,
103409-47,0,0,,Banking,,1994,Actively Seeking New Employees,Culver City,United States,5,13,4,12,,,,,,
10341-19,0,0,,Gardening,,1984,Actively Seeking New Employees,Hatfield,United Kingdom,1,10,1,2,,,,,,1
10342-90,7,8,5000,Real Estate,1027.977404,,Actively Seeking New Employees,Hong Kong,Hong Kong,1,64,1,26,,,,,1,1
103429-54,0,2,2.5,Pets,0.1112877,2013,Actively Seeking New Employees,New Haven,United States,1,14,1,8,,,,,,
10345-60,3,19,,Angel Group,,2001,Actively Seeking New Employees,Cambridge,United Kingdom,20,151,18,84,1,1,3,1,2,7
103496-23,0,2,,Toys,,1987,Actively Seeking New Employees,Yverdon-les-Bains,Switzerland,1,32,1,23,,1,1,,1,1
10350-28,3,4,106942,Banking,,1985,Acquired/Merged (Operating Subsidiary),Zurich,Switzerland,1,36,1,5,,,,,,1
10350-37,0,2,,Banking,,1832,Actively Seeking New Employees,Boston,United States,1,21,1,3,,,1,,,1
10350-64,3,2,841201.0705,Lender/Debt Provider,,2001,Actively Seeking New Employees,Tokyo,Japan,9,43,9,32,1,3,5,1,3,6
10352-89,1,7,,Electronics,,2004,Actively Seeking New Employees,Chicago,United States,4,19,4,10,,,,,,
10352-98,0,19,,Banking,,1971,Actively Seeking New Employees,Atlanta,United States,3,86,3,11,,,,,,
103536-01,1,4,,Toys,,2014,Actively Seeking New Employees,San Francisco,United States,7,30,5,21,,1,2,,1,2
10355-14,3,51,13995,Banking,4.99999947,1911,Actively Seeking New Employees,Armonk,United States,7,273,4,30,,2,4,,7,12
10356-49,0,3,,Pets,,,Out of Business,Fort Lauderdale,United States,2,23,1,9,,,,,,
10356-85,1,4,101,Banking,77.3415,1911,Actively Seeking New Employees,McLean,United States,3,41,3,8,,,,,1,1
10357-03,5,48,4000,Pets,120.216541,2007,Actively Seeking New Employees,San Francisco,United States,30,179,24,52,,3,4,,3,4
10357-57,0,1,,Banking,,1929,Actively Seeking New Employees,Chicago,United States,2,7,2,6,,1,1,,2,2
10359-28,1,14,30000,Alcohol,7813.138628,2006,Actively Seeking New Employees,Santa Monica,United States,1,207,1,38,,,,2,28,38
10361-98,2,20,600000,Banking,0,1867,Actively Seeking New Employees,Hanover,United States,3,79,3,24,,,,,2,2
10364-77,10,63,2600,Pets,0,2000,Actively Seeking New Employees,London,United Kingdom,106,367,67,99,,11,26,,11,28
10365-13,0,6,34.96103075,Pets,1.54870153,2002,Actively Seeking New Employees,Pamplona,Spain,2,102,2,47,,1,2,,5,10
10365-94,0,0,,Banking,,1939,Actively Seeking New Employees,Goodlettsville,United States,1,3,1,1,,1,1,,1,1
10366-57,22,30,40063.92892,Limited Partner,,1936,Actively Seeking New Employees,London,United Kingdom,5,193,5,55,,,1,,1,4
10367-47,71,35,2010.05925,Pets,0,2001,Actively Seeking New Employees,Zug,Switzerland,12,300,5,60,,2,5,1,22,39
10367-74,0,7,,Banking,,1805,Actively Seeking New Employees,Brussels,Belgium,1,28,1,4,,,,,,
10373-77,1,11,936.3158704,Banking,,1880,Actively Seeking New Employees,Verdun,Canada,1,46,1,6,,,,,,
10375-84,0,8,,Banking,,1997,Actively Seeking New Employees,Windsor,United Kingdom,1,53,1,13,,,,,1,1
10376-11,0,0,148.54576,Banking,,1930,Actively Seeking New Employees,Washington,United States,2,11,2,8,,1,1,,1,1
10377-73,0,5,1491,Food,379.110436,1983,Actively Seeking New Employees,London,United Kingdom,1,49,1,14,,,,,,
10377-82,0,4,,Gardening,,1917,Acquired/Merged,Chicago,United States,2,35,1,1,,,,,,
103783-96,1,0,266,Pets,,,Actively Seeking New Employees,Melbourne,Australia,2,16,2,6,,,,,,
10381-24,5,18,,Pets,0,1983,Actively Seeking New Employees,Oxford,United Kingdom,6,188,4,58,,,,,,2
10381-33,0,13,114500,Real Estate,5309.646652,1906,Actively Seeking New Employees,Los Angeles,United States,7,131,5,23,2,4,4,2,5,5
10382-32,13,55,,Furniture,,1924,Actively Seeking New Employees,New York,United States,24,201,19,59,,4,6,,6,10
10382-41,29,57,1800,Pets,10.90204504,1991,Actively Seeking New Employees,Palo Alto,United States,17,158,14,35,,1,2,,1,2
10387-09,3,7,73000,Banking,,1872,Actively Seeking New Employees,Cincinnati,United States,2,13,2,3,,1,1,,1,1
103873-06,1,2,,Pets,,2012,Actively Seeking New Employees,Brisbane,Australia,3,28,3,16,,,,,,
10388-53,1,10,,Pets,,2001,Actively Seeking New Employees,Los Angeles,United States,5,31,5,19,,,1,,,2
103882-06,0,1,400,Pets,,,Actively Seeking New Employees,Newport Beach,United States,15,32,13,26,,1,2,,2,3
103894-57,0,0,,Toys,,2014,Actively Seeking New Employees,Addison,United States,1,19,1,10,,,1,,,1
10392-58,1,5,2858.14,Banking,,1972,Actively Seeking New Employees,Newark,United States,2,13,1,2,,,,,,
103934-17,0,3,2.3545244,Angel Group,,2011,Actively Seeking New Employees,Vancouver,Canada,1,37,1,26,,,,,3,7
10394-83,4,28,447.6493588,Pets,0,2017,Actively Seeking New Employees,Wrexham,United Kingdom,16,286,10,117,,,1,,6,19
103947-94,0,1,32,Pets,,2014,Not Making New Products,Vancouver,Canada,2,7,2,4,,,,,,
10396-36,2,12,4236,Furniture,1.74571618,1945,Actively Seeking New Employees,The Hague,Netherlands,5,79,4,30,,,1,,2,3
10396-99,2,11,554000,Banking,,1862,Actively Seeking New Employees,Minneapolis,United States,1,74,1,12,,,,,3,4
103971-88,0,1,,Food,18,2012,Actively Seeking New Employees,Santiago,Chile,1,20,1,14,,,,,1,1
103985-11,0,1,,Toys,,2012,,Tel Aviv,Israel,2,5,2,4,,,,,,
10400-86,0,0,53168.03127,Alcohol,,1987,Actively Seeking New Employees,Brisbane,Australia,1,11,1,5,,,,,,
10401-94,2,27,137.7382642,Pets,23.1935992,2004,Actively Seeking New Employees,Newcastle upon Tyne,United Kingdom,8,287,7,101,,,,,12,24
104016-25,0,0,,Banking,,1969,Actively Seeking New Employees,Helsinki,Finland,1,10,1,2,,,,,1,2
10402-66,0,5,1061.473,Banking,,,Actively Seeking New Employees,San Francisco,United States,1,30,1,1,,,,1,1,2
10404-46,0,11,,Alcohol,,2007,Actively Seeking New Employees,Westport,United States,5,57,4,15,,,,,1,1
10405-45,9,44,252392.677,Furniture,,1856,Actively Seeking New Employees,Stockholm,Sweden,11,146,8,41,,,1,,2,5
10405-54,12,42,1400000,Holding Company,250,1865,Actively Seeking New Employees,London,United Kingdom,9,149,9,61,,2,5,,7,12
104056-66,0,2,,Family Office,,,Actively Seeking New Employees,Stockholm,Sweden,3,19,3,12,,,1,,,1
10408-15,1,1,,Banking,,1964,Actively Seeking New Employees,Tokyo,Japan,1,19,1,6,,,,,,1
10408-33,10,17,,Banking,,1995,Acquired/Merged,Sunnyvale,United States,1,148,1,2,,,,,,
10408-69,0,5,41670,Lender/Debt Provider,,1971,Actively Seeking New Employees,Birmingham,United States,4,18,4,6,,1,1,,1,2
104086-99,0,1,,Pets,,2012,Actively Seeking New Employees,Buffalo,United States,2,73,2,64,,1,1,,7,12
10409-77,0,5,,Banking,,1968,Actively Seeking New Employees,Tel Aviv,Israel,1,26,1,7,,,,,1,1
10409-95,7,21,602000,Food,32587.17943,1899,Actively Seeking New Employees,Toronto,Canada,3,221,1,81,,,,,5,11
10410-40,0,0,,Banking,,1967,Acquired/Merged (Operating Subsidiary),Seoul,South Korea,4,10,4,8,,,,,,
10410-67,4,10,1600,Alcohol,633.88803,1996,Actively Seeking New Employees,Toronto,Canada,14,87,12,38,,1,3,,3,5
10411-84,1,7,3500,Alcohol,777.7439502,2003,Actively Seeking New Employees,Omaha,United States,2,39,2,4,,,1,,,1
10411-93,11,25,483.889699,Pets,246.98143,1997,Actively Seeking New Employees,Paris,France,41,169,27,56,1,6,10,1,10,15
104124-16,1,1,,Pets,,2012,Actively Seeking New Employees,New York,United States,5,29,5,19,,,,,,
104134-87,0,4,,Angel Group,,2011,Actively Seeking New Employees,Houston,United States,2,54,2,39,,,,,1,2
10414-27,0,0,,Banking,,1878,,Osaka,Japan,1,9,1,5,,,,,,1
10414-36,3,31,13361,Banking,35.5625,1891,Actively Seeking New Employees,Kenilworth,United States,2,67,2,7,,,,,3,6
104140-63,0,5,20,Pets,2.20064125,2002,Actively Seeking New Employees,Boston,United States,1,22,1,9,,,,,,1
104145-67,0,1,1451.669097,Pets,42.49132533,2013,Actively Seeking New Employees,Paris,France,16,65,14,34,,2,6,1,10,15
104156-02,0,6,,Pets,,2009,Actively Seeking New Employees,New York,United States,1,25,1,12,,,,,,
10416-88,16,31,1738.119156,Pets,1.82906355,2001,Actively Seeking New Employees,London,United Kingdom,40,378,28,132,,3,6,,9,18
10417-87,0,0,247.9288756,Growth/Expansion,14.41759154,2004,Actively Seeking New Employees,London,United Kingdom,3,27,3,14,,,,,1,2
104175-73,0,0,,Banking,,2011,Actively Seeking New Employees,Springfield,United States,1,5,1,2,,,,,,
