LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
101358-10,2015,Software,Boston,United States,16,798725.3304,6,"['10123-03', '10133-20', '106081-12', '106133-50', '106380-10', '106579-63', '107105-86', '107105-95', '107106-04', '107106-13', '11295-73', '118868-68', '40829-14', '452733-85', '51097-51', '51663-79']",02/15/2021
101368-90,2014,Retail,San Francisco,United States,61,969510.0239,9,"['10052-20', '106642-27', '107540-47', '107541-01', '10767-34', '10768-06', '107752-33', '108358-57', '109821-25', '110390-41', '111367-81', '11142-19', '11203-21', '11233-27', '11244-52', '11336-32', '115026-85', '115071-40', '119012-05', '119012-95', '121735-00', '123918-85', '125195-05', '154181-44', '161564-59', '163676-26', '163676-80', '163995-04', '165935-71', '170092-27', '170394-04', '170685-37', '181926-82', '182225-80', '183360-34', '223015-96', '223046-56', '226991-44', '230991-31', '231044-05', '234932-50', '279458-38', '342012-25', '343708-21', '40420-36', '43125-94', '442980-28', '51001-66', '51253-84', '52370-29', '52698-97', '53398-54', '53738-11', '55436-86', '56092-96', '56355-94', '57349-27', '60082-66', '61372-27', '97350-67', '99470-98']",02/22/2021
101395-27,2015,Services (Non-Financial),Lima,Peru,16,409404.7316,0,"['10759-78', '107882-74', '114057-19', '124952-86', '124961-59', '166039-75', '185886-37', '266544-64', '314637-49', '53997-76', '54597-52', '60373-72', '60663-61', '65518-03', '86344-75', '86907-34']",02/15/2021
101415-52,2013,Insurance,Mumbai,India,17,103306.6665,75,"['10139-41', '103228-84', '10759-78', '110641-96', '112285-90', '112357-54', '11300-32', '11404-27', '149897-17', '168509-08', '224524-36', '226497-34', '266145-13', '433873-27', '454731-85', '54808-30', '95392-81']",02/15/2021
101422-54,2014,Healthcare Technology Systems,Petah Tikva,Israel,6,190496.3914,23,"['11242-00', '122340-79', '326843-65', '53148-79', '55879-21', '58046-05']",02/09/2021
101423-35,2014,Services (Non-Financial),Tempe,United States,3,126359.9083,46,"['53737-66', '54172-81', '57318-31']",02/22/2021
101424-07,2014,Consumer Non-Durables,Detroit,United States,18,813649.4432,69,"['10194-04', '120574-63', '122215-24', '128454-31', '128454-67', '174891-52', '178356-25', '181504-36', '185886-37', '221921-65', '52359-85', '54845-92', '57435-67', '60245-65', '60564-79', '63597-16', '82117-81', '82406-80']",02/02/2021
101437-57,2015,Software,Chatswood,Australia,9,365113.0068,52,"['119810-17', '124001-11', '135860-95', '160439-86', '166715-65', '223064-38', '223064-47', '434351-35', '61953-13']",02/02/2021
101438-65,2014,Healthcare Services,Cambridge,United States,4,938750.5596,30,"['14783-59', '41003-11', '54864-10', '57939-94']",02/22/2021
101460-52,2013,Software,Houston,United States,7,704241.2385,44,"['111381-85', '126374-59', '154211-41', '162301-60', '167243-86', '52367-23', '54124-84']",02/02/2021
101477-08,2007,Software,Cork,Ireland,11,934260.114,12,"['106804-09', '222054-31', '233855-56', '41744-53', '42282-46', '435232-81', '435232-90', '436083-85', '438183-91', '438184-90', '63569-62']",02/22/2021
101504-35,2013,Consumer Durables,Boston,United States,15,439462.9466,14,"['100002-16', '11220-13', '163336-24', '167676-67', '171001-45', '183996-55', '268417-63', '279808-66', '51038-20', '54172-81', '54360-28', '54704-62', '91764-55', '94292-20', '98409-16']",02/15/2021
101505-16,2012,Software,Sydney,Australia,4,45875.43862,52,"['100778-23', '135858-43', '55401-49', '65636-74']",02/22/2021
101509-12,2014,Commercial Products,Round Rock,United States,3,392691.3991,3,"['327461-32', '40398-58', '42330-16']",02/02/2021
101525-50,2015,Software,Boston,United States,7,379008.2198,75,"['10123-03', '107882-74', '108358-57', '54899-74', '59954-23', '61064-38', '84656-17']",02/22/2021
101528-20,2013,Healthcare Devices and Supplies,Paris,France,9,981931.8781,26,"['107969-14', '11106-37', '11232-64', '11268-55', '11303-11', '183304-27', '42348-43', '51322-24', '60449-41']",02/02/2021
101546-11,2012,Healthcare Services,Minneapolis,United States,5,866517.0105,70,"['106205-23', '114758-20', '161662-42', '229065-04', '60322-51']",02/02/2021
101546-65,2013,Commercial Services,Pittsburgh,United States,4,177822.4117,58,"['11147-95', '187658-47', '42491-44', '97941-34']",02/22/2021
101547-19,2013,Retail,Bogota,Colombia,10,445755.575,23,"['101781-37', '104720-50', '122866-57', '126031-06', '14156-65', '166475-35', '435244-96', '442880-56', '442880-83', '56157-94']",02/15/2021
101566-09,2011,"Restaurants, Hotels and Leisure",New York,United States,9,720091.181,67,"['101944-27', '10616-41', '106390-27', '107326-81', '119160-19', '158674-33', '60245-65', '61604-65', '95533-93']",02/15/2021
101568-61,2014,Consumer Non-Durables,Petach-Tikva,Israel,18,594467.3005,54,"['11167-21', '11224-18', '11274-04', '11758-60', '120641-50', '161776-45', '167014-72', '186641-29', '233661-07', '265076-74', '268386-13', '436979-53', '452764-54', '51779-98', '53967-52', '55879-21', '63392-86', '97664-68']",02/08/2021
101590-39,2013,Software,Munich,Germany,11,386593.0748,9,"['106037-47', '129009-61', '155800-99', '161994-07', '231979-15', '40310-83', '42967-45', '54919-99', '57358-72', '66064-60', '98731-90']",02/22/2021
101610-01,2013,Insurance,Chicago,United States,3,236045.1789,20,"['184995-28', '245635-66', '81987-58']",02/02/2021
101613-43,2014,Software,New Brunswick,United States,9,766305.2163,20,"['104156-02', '119179-81', '120421-72', '135863-92', '138982-24', '158760-82', '161349-04', '51341-23', '87845-68']",02/15/2021
101619-64,2015,Commercial Services,London,United Kingdom,13,422934.9305,10,"['105967-54', '126082-90', '126083-26', '126083-80', '126083-98', '157624-12', '170438-50', '170438-68', '170438-77', '170439-22', '170439-40', '51181-84', '58924-09']",02/22/2021
101621-71,2012,Healthcare Technology Systems,Chicago,United States,10,665984.6107,54,"['113444-02', '126812-62', '223987-42', '231683-86', '436242-34', '52190-29', '53941-06', '54611-47', '54677-62', '64249-75']",02/02/2021
101636-11,2014,Software,Atlanta,United States,9,874600.5144,41,"['10134-73', '11680-66', '12733-03', '163572-40', '277615-72', '53575-48', '53656-12', '60082-66', '61714-81']",02/15/2021
101639-89,2012,Retail,Stuttgart,Germany,7,22219.92876,26,"['13342-24', '153105-85', '157751-74', '157755-79', '228315-25', '434011-96', '435545-20']",02/02/2021
101650-96,2013,Commercial Services,Tel Aviv-Yafo,Israel,10,76105.96461,68,"['106559-74', '11114-20', '114489-28', '307908-64', '437307-04', '458632-99', '51586-39', '53967-52', '57213-73', '62867-44']",02/22/2021
101654-47,2014,Software,London,United Kingdom,8,464301.2186,73,"['100061-83', '104637-97', '106879-60', '106879-69', '108166-06', '111146-41', '54360-28', '57670-21']",02/22/2021
101662-75,2014,Software,Austin,United States,12,554624.1994,53,"['10772-20', '11119-15', '150175-81', '168362-29', '168362-92', '183027-16', '43015-78', '51006-88', '51048-46', '55118-53', '85584-43', '96783-58']",02/08/2021
101670-94,2016,Other Financial Services,Singapore,Singapore,4,583723.1498,55,"['109974-52', '222016-51', '454745-89', '54419-50']",02/22/2021
101675-80,2013,Services (Non-Financial),San Antonio,United States,18,517767.4703,44,"['133147-81', '149655-07', '155059-03', '164226-25', '164233-00', '169691-14', '179085-25', '225863-83', '42382-63', '50943-70', '51410-17', '51500-08', '52738-75', '53684-38', '55064-98', '58011-85', '65771-83', '66337-03']",02/15/2021
101685-34,2011,Computer Hardware,Waltham,United States,4,999616.4197,77,"['110136-52', '11261-80', '115615-54', '51038-20']",02/22/2021
101688-85,2013,Media,Vienna,Austria,25,70918.83825,30,"['104070-43', '112694-05', '114086-98', '115553-71', '115553-89', '126966-07', '127751-14', '160505-47', '184541-50', '184544-20', '222934-78', '225805-78', '225805-87', '225806-86', '228363-67', '228500-11', '265238-02', '432505-09', '437345-29', '50933-44', '52339-60', '52874-92', '56768-23', '57952-27', '63472-42']",02/02/2021
101699-83,2014,Commercial Services,London,United Kingdom,4,722928.6464,36,"['103783-96', '10634-77', '181872-37', '54220-06', '55017-46']",02/22/2021
101710-18,2013,Other Business Products and Services,New York,United States,15,867419.1788,72,"['10381-33', '10849-06', '11216-62', '11240-11', '162698-77', '167492-08', '180701-74', '182940-76', '226247-86', '228812-95', '232831-18', '25043-41', '56617-03', '59923-63', '61296-22']",02/22/2021
101711-80,2014,Software,Seoul,South Korea,3,264427.657,22,"['11110-06', '51734-08', '53279-74']",02/22/2021
101715-85,2014,Software,Mountain View,United States,15,85542.14384,75,"['11154-34', '11191-87', '11255-59', '11335-42', '122425-57', '154522-99', '180701-47', '180701-92', '222779-89', '224301-52', '228382-75', '278600-95', '279884-35', '443356-66', '443356-75']",02/02/2021
101717-56,2012,Software,Austin,United States,10,943037.253,62,"['108097-75', '110507-59', '126184-78', '235253-08', '51048-46', '51150-16', '51327-55', '51371-83', '54388-09', '88920-55']",02/22/2021
101730-97,2015,Commercial Services,Brisbane,Australia,21,713551.4851,23,"['103873-06', '106553-98', '107882-74', '11229-85', '152947-45', '153066-16', '160474-78', '163796-23', '168422-50', '168840-10', '227094-04', '40420-36', '42988-51', '434542-78', '54886-96', '55270-00', '59169-43', '60033-25', '61745-95', '64045-45', '65636-74']",02/02/2021
101736-19,2015,Software,Atlanta,United States,8,383312.6791,3,"['10352-98', '10408-69', '11290-51', '300260-26', '41494-87', '53575-48', '63952-12', '65126-17']",02/02/2021
101767-60,2015,Healthcare Technology Systems,Encino,United States,11,73537.30134,44,"['10215-73', '11210-32', '11260-45', '11284-48', '168227-20', '187651-45', '222605-20', '51035-59', '53564-95', '54293-95', '91166-59']",02/22/2021
101771-29,2012,Software,San Francisco,United States,18,979723.6311,47,"['103536-01', '105844-60', '105872-95', '106233-67', '109231-48', '110129-68', '152437-96', '181615-33', '232112-71', '52370-29', '53647-30', '54172-81', '54252-01', '55889-20', '61589-98', '81693-91', '83135-44', '90253-27']",02/08/2021
101771-56,2014,Other Financial Services,London,United Kingdom,9,771565.2916,14,"['10747-72', '11114-47', '222878-35', '222878-53', '222878-62', '222879-07', '222879-16', '235975-15', '265217-68']",02/22/2021
101780-65,2000,Software,London,United Kingdom,12,558558.7422,60,"['101074-96', '104637-97', '151381-45', '158500-09', '226559-44', '231767-29', '234175-87', '265238-02', '266995-54', '342109-18', '55017-46', '61136-11']",02/22/2021
101785-96,2014,Commercial Services,Sacramento,United States,30,392209.7292,50,"['11124-64', '11203-21', '112336-30', '119486-53', '120913-21', '122335-57', '124319-53', '150238-99', '167562-37', '182580-67', '233353-27', '233528-41', '416583-64', '436707-37', '437271-49', '437720-05', '442796-59', '443049-13', '443049-40', '443049-76', '443049-85', '51468-67', '54207-19', '54886-96', '57309-22', '57631-06', '63171-28', '90467-20', '93747-70', '99192-52']",02/22/2021
101789-02,2014,"Restaurants, Hotels and Leisure",Munich,Germany,13,791505.9043,40,"['105853-51', '106117-84', '11276-38', '121227-13', '121227-49', '121227-85', '155247-58', '157211-74', '162140-86', '222623-47', '233916-58', '56730-79', '65049-22']",02/15/2021
101790-01,2013,Commercial Services,Paris,France,5,24491.34748,66,"['109571-95', '11106-37', '114236-56', '52196-50', '52774-75']",02/15/2021
101803-15,2013,Healthcare Devices and Supplies,Washington,United States,20,905756.1412,37,"['106543-81', '109834-30', '110075-50', '112564-45', '122140-54', '122140-63', '122140-72', '122140-99', '124751-62', '125084-71', '157884-22', '161715-25', '163995-04', '168628-24', '51477-67', '54252-01', '55334-17', '55430-02', '63638-83', '65072-62']",02/02/2021
101811-34,2014,Commercial Services,Munich,Germany,6,723349.4982,40,"['152992-27', '325537-66', '54440-65', '55787-77', '63603-28', '65049-22']",02/22/2021
101813-59,2014,Software,Mountain View,United States,7,477307.6733,72,"['11108-17', '11268-55', '169108-21', '50933-44', '51586-39', '53906-41', '55261-00']",02/22/2021
101819-35,2008,Commercial Services,New York,United States,10,134012.669,22,"['103132-45', '11191-96', '11321-29', '115294-24', '170321-68', '221546-44', '454615-57', '45704-44', '49063-60', '52900-57', '57631-06']",02/02/2021
101826-10,2015,Services (Non-Financial),Portland,United States,14,611343.1411,37,"['11220-13', '11313-64', '125406-73', '160584-76', '182200-96', '233277-31', '51038-20', '51143-68', '53325-55', '56093-95', '57349-27', '62056-81', '63180-10', '63619-21']",02/02/2021
101830-78,2013,Software,Toronto,Canada,11,152156.8936,41,"['100357-12', '115468-12', '125704-54', '160090-57', '182559-25', '43646-32', '53999-20', '54843-04', '56453-68', '62717-95', '63840-61']",02/02/2021
101848-51,2014,Healthcare Technology Systems,Santa Clara,United States,5,575005.7277,11,"['109500-58', '11185-12', '168628-24', '41086-27', '54172-81']",02/09/2021
101859-04,2014,Software,New York,United States,14,955755.9591,78,"['10382-32', '11174-86', '11290-51', '118560-34', '166690-90', '227151-10', '41494-87', '42183-19', '460314-28', '52304-50', '53452-81', '53788-78', '60082-66', '97152-04']",02/22/2021
101867-68,2012,Software,San Francisco,United States,12,721444.4543,33,"['105902-11', '105971-68', '119615-23', '154669-24', '161479-00', '161479-99', '187651-45', '225244-00', '41101-48', '54673-30', '56431-63', '56752-12']",02/02/2021
101869-30,2014,Transportation,Los Angeles,United States,29,678839.7189,66,"['10527-76', '105953-14', '106324-21', '108127-99', '108353-26', '11122-39', '11191-87', '11237-68', '11253-52', '11270-53', '119903-32', '12216-97', '12447-64', '124696-18', '124698-34', '124929-82', '161715-25', '171400-33', '179487-73', '182200-96', '188065-18', '267043-33', '279078-31', '53583-22', '58493-80', '60082-66', '61589-98', '62645-77', '86599-72']",02/15/2021
101875-06,2011,Commercial Services,Lille,France,6,764450.0193,24,"['11298-16', '123005-26', '123005-35', '123005-53', '58004-02', '64977-85']",02/02/2021
101875-96,2012,Commercial Services,Bellingham,United States,8,398622.1607,34,"['103083-76', '11256-85', '135209-26', '155926-54', '169498-45', '169673-77', '59204-44', '91215-28']",02/22/2021
101883-25,2014,Media,Toronto,Canada,11,747031.7969,66,"['10919-71', '11189-44', '149517-28', '153539-65', '160090-57', '187442-38', '223708-24', '40420-36', '52565-50', '60139-90', '65004-67']",02/02/2021
101900-08,2014,Software,San Francisco,United States,7,146092.0536,30,"['10297-90', '121229-38', '123589-18', '12409-84', '168850-63', '59373-55', '95533-93']",02/22/2021
101903-86,2013,"Restaurants, Hotels and Leisure",San Francisco,United States,25,870535.3485,57,"['105981-94', '105986-89', '107422-39', '107552-08', '111498-49', '111666-79', '11183-95', '151570-36', '168251-59', '222016-51', '226815-13', '231565-69', '343018-09', '431300-62', '434284-48', '452708-56', '452708-74', '452709-01', '51006-88', '51253-84', '54556-57', '54588-07', '56199-61', '56384-65', '96993-64']",02/22/2021
101917-18,2006,Capital Markets/Institutions,Gurgaon,India,4,331752.0835,17,"['133116-85', '157664-17', '42926-86', '62283-79']",02/02/2021
101919-79,2013,Services (Non-Financial),Miami,United States,6,583837.7876,26,"['174882-34', '181427-59', '229143-70', '234919-00', '399057-67', '53823-34']",02/08/2021
101920-60,2009,Services (Non-Financial),Bangalore,India,5,80069.22264,60,"['163163-80', '167489-20', '55873-36', '55972-72', '94452-85']",02/02/2021
101922-04,2014,Software,San Francisco,United States,16,82082.06409,49,"['10139-41', '110408-68', '118868-68', '124485-76', '182527-66', '186297-13', '224201-71', '228958-21', '267085-72', '267468-40', '41716-90', '434673-19', '436286-62', '436286-80', '436287-07', '50933-44']",02/02/2021
101923-12,2013,Media,Paris,France,8,608788.9839,57,"['109384-48', '11268-55', '11298-16', '11338-84', '152598-34', '186759-10', '186759-37', '232799-41']",02/22/2021
101927-44,2011,Computer Hardware,Culver City,United States,7,855945.5418,61,"['106502-14', '114231-16', '187651-45', '221492-71', '268162-84', '439448-59', '54673-30']",02/22/2021
101931-76,2014,Software,Ottawa,Canada,14,688494.4469,55,"['104178-25', '106579-63', '110202-40', '110202-85', '110203-03', '110203-12', '110203-30', '110203-39', '110331-10', '111162-70', '120864-07', '14155-30', '186718-60', '62881-93']",02/15/2021
101936-17,2008,Software,Tel Aviv,Israel,6,113859.5835,55,"['10907-74', '11328-67', '125768-26', '55879-21', '56183-41', '87063-49']",02/22/2021
101941-66,2013,Services (Non-Financial),Portola Valley,United States,4,472789.7613,65,"['100778-23', '119472-85', '233886-25', '42999-58']",02/02/2021
101954-80,2011,IT Services,Waltham,United States,6,754376.5984,7,"['11319-31', '160456-60', '222273-82', '51952-60', '52537-24', '56877-76']",02/08/2021
